energy,Ac,Ag,Al,Ar,As,At,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Cl,Co,Cr,Cs,Cu,Dy,Er,Eu,F,Fe,Fr,Ga,Gd,Ge,H,He,Hf,Hg,Ho,I,In,Ir,K,Kr,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ne,Ni,O,Os,P,Pa,Pb,Pd,Pm,Po,Pr,Pt,Ra,Rb,Re,Rh,Rn,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Tc,Te,Th,Ti,Tl,Tm,U,V,W,Xe,Y,Yb,Zn,Zr
39.75,17.81246,17.86161,0.15301,0.0002,3.82691,1.58781,23.76462,0.04238,8.58032,0.03016,14.09237,2.42859,0.0477,0.27727,15.24167,3.30463,0.17227,3.49677,2.00387,4.46152,4.32848,6.3681,7.41893,3.4259,0.03226,2.80417,1.64384,3.34296,5.33113,3.26736,0.0,0.0,12.84539,17.60093,6.86685,10.83203,13.56124,26.13338,0.12991,0.00288,15.69583,0.00831,9.1513,0.08353,2.30484,13.16833,3e-05,0.03856,10.42765,3.91887,3e-05,4.04628,4e-05,25.252,0.14654,29.19713,15.76677,19.22529,4.30682,14.1428,3.60648,25.9049,8.49827,1.37524,22.80998,19.0029,0.00145,17.8845,0.2025,13.44925,0.57329,3.39193,0.16261,4.64417,14.08155,2.4675,16.73061,5.88042,15.76798,12.79041,21.21733,0.97926,15.89001,8.0111,36.46576,1.47255,20.16566,0.01237,4.70439,6.20058,3.81188,7.34823
40.25,17.25468,17.29274,0.14912,0.00019,3.701,1.53805,23.02548,0.04219,8.31523,0.03007,13.65199,2.34867,0.04738,0.26835,14.75674,8.79147,0.16706,3.37948,1.93748,4.32301,4.18261,6.16415,7.18647,3.31635,0.03177,2.71044,1.59222,3.23312,5.16056,3.15994,0.0,0.0,12.4479,17.05277,6.64943,10.49521,13.13011,25.32325,0.1258,0.00279,15.22401,0.00829,8.86655,0.08156,2.22812,12.73849,3e-05,0.03776,10.08315,3.79437,3e-05,3.91018,4e-05,24.4696,0.1424,28.30232,15.27444,18.61335,4.16968,13.7002,3.48796,25.10068,8.23121,1.32997,22.10337,18.39816,0.00141,17.31619,0.19656,13.02496,0.55466,3.28034,0.15818,4.49593,13.63507,2.38616,16.21332,5.69238,15.2677,12.39108,20.55879,0.94716,15.39473,7.76091,35.35446,1.42398,19.54151,0.01199,4.54915,6.00705,3.68664,7.10545
40.75,16.69691,16.72387,0.14523,0.00019,3.5751,1.48828,22.28634,0.04199,8.05013,0.02998,13.21161,2.26875,0.04706,0.25943,14.2718,16.73097,0.16184,3.2622,1.87109,4.1845,4.03674,5.96019,6.954,3.20679,0.03129,2.6167,1.5406,3.12329,4.99,3.05253,0.0,0.0,12.05041,16.5046,6.43201,10.1584,12.69897,24.51311,0.12168,0.0027,14.75219,0.00827,8.5818,0.07959,2.15139,12.30864,3e-05,0.03695,9.73865,3.66987,3e-05,3.77407,3e-05,23.6872,0.13826,27.40751,14.78211,18.0014,4.03253,13.2576,3.36944,24.29646,7.96416,1.28469,21.39677,17.79343,0.00136,16.74787,0.19061,12.60066,0.53602,3.16875,0.15374,4.3477,13.18859,2.30481,15.69604,5.50434,14.76742,11.99174,19.90026,0.91507,14.89944,7.51071,34.24316,1.37541,18.91737,0.0116,4.39391,5.81352,3.56141,6.86267
41.25,16.13913,16.155,0.14134,0.00018,3.4492,1.43851,21.54719,0.0418,7.78503,0.02989,12.77123,2.18883,0.04675,0.25051,13.78687,16.22433,0.15663,3.14491,1.8047,4.04599,3.89087,5.75623,6.72154,3.09723,0.0308,2.52297,1.48899,3.01345,4.81943,2.94511,0.0,0.0,11.65293,15.95644,6.2146,9.82159,12.26784,23.70298,0.11757,0.0026,14.28038,0.00825,8.29705,0.07762,2.07467,11.8788,3e-05,0.03615,9.39415,3.54538,3e-05,3.63796,3e-05,22.9048,0.13413,26.5127,14.28978,17.38946,3.89539,12.81501,3.26052,23.49225,7.6971,1.23941,20.69017,17.18869,0.00132,16.17956,0.18467,12.17637,0.51739,3.05716,0.14931,4.19946,12.74211,2.22346,15.17875,5.3163,14.26714,11.5924,19.24172,0.88297,14.40415,7.26052,33.13186,1.32685,18.29322,0.01122,4.23867,5.61999,3.43617,6.61989
41.75,15.60566,15.6111,0.13763,0.00018,3.32901,1.39094,20.84062,0.04161,7.53109,0.02981,12.35025,2.11252,0.04644,0.24201,13.32298,15.74335,0.15166,3.03308,1.74141,3.91337,3.75176,5.56144,6.49865,2.99262,0.03033,2.4336,1.43964,2.90861,4.65654,2.84258,0.0,0.0,11.27232,15.43243,6.00651,9.49876,11.85546,22.92844,0.11365,0.00251,13.82629,0.00824,8.02468,0.07574,2.00152,11.46749,3e-05,0.03538,9.06519,3.42468,3e-05,3.50818,3e-05,22.15673,0.13019,25.65369,13.81919,16.80435,3.76398,12.39194,5.91664,22.72338,7.44186,1.19618,20.01464,16.61067,0.00127,15.63562,0.179,11.77014,0.49963,2.95062,0.14508,4.05793,12.31497,2.14579,14.68355,5.13665,13.786,11.20934,18.61084,0.85238,13.93067,7.02092,32.06528,1.28055,17.69628,0.01085,4.09044,5.43489,3.31613,6.38808
42.25,15.16932,15.16698,0.13466,0.00017,3.23166,1.35214,20.2642,0.04145,7.3217,0.02973,12.00678,2.05068,0.04618,0.23519,12.94319,15.31047,0.14767,2.94304,1.69049,3.80433,3.63968,5.40326,6.31407,2.90781,0.02995,2.36163,1.39938,2.82371,4.52432,2.75953,0.0,0.0,10.95917,15.00491,5.83567,9.23175,11.51801,22.29615,0.1105,0.00244,13.44304,0.00822,7.80173,0.07422,1.94265,11.13019,3e-05,0.03476,8.79837,3.31918,3e-05,3.40367,3e-05,21.54589,0.12701,24.93769,13.43542,16.32651,3.65547,12.04691,16.35114,22.09576,7.2338,1.16111,19.46329,16.13939,0.00124,15.18908,0.17444,11.43612,0.48536,2.86429,0.14169,3.94318,11.9651,2.08281,14.27661,4.99053,13.38131,10.89131,18.09045,0.82779,13.54431,6.82365,31.17738,1.24333,17.20805,0.01055,3.97027,5.28344,3.21684,6.20014
42.75,14.73298,14.72286,0.13168,0.00017,3.13431,1.31335,19.68777,0.04128,7.11232,0.02965,11.66331,1.98883,0.04593,0.22837,12.56341,14.87759,0.14367,2.85301,1.63958,3.69529,3.52759,5.24509,6.12948,2.823,0.02957,2.28967,1.35912,2.73881,4.3921,2.67648,0.0,0.0,10.64602,14.57739,5.66484,8.96474,11.18055,21.66387,0.10735,0.00236,13.0598,0.00821,7.57879,0.07271,1.88378,10.7929,3e-05,0.03414,8.53155,3.21761,3e-05,3.29916,3e-05,20.93505,0.12384,24.2217,13.05165,15.84866,3.54696,11.70189,15.87792,21.46814,7.02575,1.12603,18.91194,15.66812,0.0012,14.74253,0.16988,11.10209,0.47109,2.77795,0.13829,3.82843,11.61523,2.01982,13.86967,4.84441,12.97661,10.57329,17.57005,0.8032,13.15795,6.62639,30.28948,1.20611,16.71983,0.01025,3.85009,5.13199,3.11755,6.0122
43.25,14.29664,14.27873,0.1287,0.00016,3.03696,1.27456,19.11134,0.04112,6.90294,0.02957,11.31984,1.92699,0.04567,0.22154,12.18362,14.44471,0.13968,2.76297,1.58866,3.58625,3.41551,5.08691,5.9449,2.73819,0.02919,2.21771,1.31886,2.65391,4.25989,2.59343,0.0,0.0,10.33286,14.14987,5.494,8.69773,10.8431,21.03158,0.1042,0.00229,12.67655,0.00819,7.35584,0.07119,1.8249,10.4556,3e-05,0.03352,8.26473,3.11973,3e-05,3.19465,3e-05,20.32421,0.12067,23.50571,12.66789,15.37081,3.43845,11.35686,15.43546,20.84052,6.8177,1.09096,18.36059,15.19684,0.00117,14.29599,0.16533,10.76806,0.45682,2.69162,0.1349,3.71368,11.26537,1.95683,13.46273,4.69829,12.57192,10.25526,17.04966,0.7786,12.77159,6.42913,29.40158,1.1689,16.2316,0.00994,3.72991,4.98054,3.01826,5.82426
43.75,13.8603,13.83461,0.12572,0.00016,2.93961,1.23577,18.53492,0.04095,6.69355,0.02949,10.97637,1.86514,0.04541,0.21472,11.80383,14.01183,0.13569,2.67294,1.53775,3.47721,3.30342,4.92874,5.76032,2.65337,0.0288,2.14575,1.27859,2.56901,4.12767,2.51038,0.0,0.0,10.01971,13.72235,5.32316,8.43072,10.50565,20.39929,0.10105,0.00222,12.2933,0.00817,7.1329,0.06968,1.76603,10.11831,3e-05,0.0329,7.99791,15.9685,3e-05,3.09014,3e-05,19.71336,0.1175,22.78972,12.28412,14.89296,3.32994,11.01184,14.99299,20.2129,6.60964,1.05589,17.80925,14.72557,0.00113,13.84944,0.16077,10.43404,0.44255,2.60528,0.13151,3.59894,10.9155,1.89385,13.05579,4.55217,12.16723,9.93723,16.52927,0.75401,12.38523,6.23187,28.51368,1.13168,15.74338,0.00964,3.60973,4.82909,2.91898,5.63632
44.25,13.42396,13.39049,0.12274,0.00015,2.84226,1.19698,17.95849,0.04079,6.48417,0.02941,10.63291,1.8033,0.04515,0.20789,11.42404,13.57895,0.13169,2.5829,1.48683,3.36816,3.19134,4.77056,5.57573,2.56856,0.02842,2.07378,1.23833,2.48411,3.99545,2.42734,0.0,0.0,9.70656,13.29483,5.15233,8.16371,10.1682,19.767,0.0979,0.00214,11.91006,0.00816,6.90996,0.06817,1.70716,9.78101,3e-05,0.03228,7.73109,15.51707,3e-05,2.98563,3e-05,19.10252,0.11433,22.07372,11.90036,14.41512,3.22712,10.66681,14.55052,19.58529,6.40159,1.02081,17.2579,14.25429,0.0011,13.4029,0.15621,10.10001,0.42828,2.51895,0.12811,3.48419,10.56563,1.83086,12.64885,4.40605,11.76254,9.6192,16.00888,0.72942,11.99887,6.03461,27.62578,1.09446,15.25516,0.00934,3.48955,4.67765,2.81969,5.44838
44.75,13.02766,12.98715,0.12005,0.00015,2.75412,1.16175,17.43488,0.04063,6.29345,0.02934,10.321,1.74729,0.04491,0.20174,11.07891,13.18324,0.12809,2.50159,1.44086,3.26868,3.09012,4.62715,5.40822,2.49136,0.02808,2.00881,1.20178,2.40655,3.87566,2.35216,0.0,0.0,9.42178,12.9065,4.99737,7.9201,9.86152,19.19242,0.09505,0.00207,11.56078,0.00814,6.7067,0.0668,1.65401,9.47548,3e-05,0.03172,7.48945,15.10198,3e-05,2.89125,3e-05,18.54698,0.11145,21.4231,11.55175,13.98127,3.13292,10.35343,14.13943,19.01504,6.21261,0.98902,16.7555,13.82359,0.00106,12.99329,0.1521,9.7963,0.4154,2.44078,0.12505,3.37711,10.24745,1.7738,12.27872,4.27366,11.39566,9.33004,15.53627,0.70723,11.6479,5.85473,26.816,1.06087,14.8102,0.00907,3.38068,4.53923,2.73001,5.27817
45.25,12.68711,12.64062,0.11777,0.00014,2.67881,1.13149,16.9848,0.04049,6.12872,0.02927,10.05304,1.69942,0.04469,0.19651,10.78202,12.83929,0.12503,2.43243,1.40178,3.18252,3.00403,4.50429,5.2645,2.42477,0.02777,1.95356,1.1704,2.3392,3.77317,2.28795,0.0,0.0,9.1765,12.57274,4.86451,7.70909,9.59769,18.69817,0.09264,0.00202,11.2588,0.00813,6.53086,0.06563,1.60883,9.21419,2e-05,0.03124,7.28287,14.71435,2e-05,2.81099,3e-05,18.06842,0.10899,20.86349,11.2521,13.60868,15.84725,10.08411,13.77202,18.52468,6.05018,0.96178,16.32128,13.44939,0.00104,12.6351,0.1486,9.53482,0.40446,2.37398,0.12246,3.28073,9.97339,1.72499,11.95985,4.16042,11.08143,9.08109,15.1302,0.68838,11.34621,5.69907,26.11499,1.03232,14.42548,0.00882,3.28758,4.41896,2.65371,5.13263
45.75,12.34655,12.29408,0.11548,0.00014,2.6035,1.10122,16.53472,0.04035,5.96399,0.0292,9.78508,1.65155,0.04448,0.19128,10.48514,12.49534,0.12196,2.36327,1.36269,3.09635,2.91795,4.38143,5.12077,2.35817,0.02747,1.89831,1.13901,2.27185,3.67068,2.22374,0.0,0.0,8.93122,12.23898,4.73166,7.49808,9.33385,18.20393,0.09023,0.00196,10.95681,0.00811,6.35502,0.06447,1.56364,8.9529,2e-05,0.03077,7.0763,14.32672,2e-05,2.73073,3e-05,17.58987,0.10653,20.30389,10.95245,13.2361,15.41568,9.81479,13.40462,18.03432,5.88775,0.93455,15.88706,13.07519,0.00101,12.27692,0.14511,9.27333,0.39352,2.30718,0.11986,3.18579,9.69933,1.67618,11.64097,4.04717,10.7672,8.83214,14.72412,0.66953,11.04452,5.5434,25.41399,1.00377,14.04076,0.00858,3.19447,4.29869,2.57742,4.98709
46.25,12.006,11.94754,0.1132,0.00014,2.52819,1.07096,16.08464,0.04021,5.79927,0.02913,9.51712,1.60368,0.04427,0.18606,10.18825,12.15139,0.1189,2.29411,1.3236,3.01019,2.83187,4.25858,4.97704,2.29157,0.02717,1.84306,1.10762,2.2045,3.5682,2.15953,0.0,0.0,8.68595,11.90523,4.5988,7.28706,9.07002,17.70968,0.08782,0.0019,10.65483,0.0081,6.17918,0.0633,1.51846,8.6916,2e-05,0.03029,6.86972,13.93909,2e-05,2.65047,3e-05,17.11132,0.10407,19.74429,10.65279,12.86352,15.01431,9.54548,13.03721,17.54396,5.72532,0.90732,15.45284,12.70099,0.00098,11.91873,0.14162,9.01184,0.38258,2.24038,0.11726,3.09647,9.42527,1.62737,11.3221,3.93392,10.45297,8.58319,14.31805,0.65068,10.74283,5.38773,24.71299,0.97522,13.65604,0.00834,3.10137,4.17842,2.50112,4.84155
46.75,11.66545,11.60101,0.11091,0.00013,2.45288,1.0407,15.63457,0.04007,5.63454,0.02906,9.24916,1.55581,0.04405,0.18083,9.89136,11.80744,0.11584,2.22494,1.28452,2.92402,2.74578,4.13572,4.83332,2.22497,0.02687,1.78781,1.07624,2.13715,3.46571,2.09532,0.0,0.0,8.44067,11.57147,4.46595,7.07605,8.80619,17.21544,0.0854,0.00185,10.35285,0.00808,6.00334,0.06214,1.47327,8.43031,2e-05,0.02981,6.66314,13.55146,2e-05,2.57021,3e-05,16.63277,0.10161,19.18468,10.35314,12.49093,14.61936,9.27616,12.6698,17.05359,5.56289,0.88009,15.01861,12.32678,0.00095,11.56054,0.13812,8.75035,0.37165,2.17358,0.11467,12.40257,9.15121,1.57856,11.00323,3.82068,10.13874,8.33424,13.91198,0.63183,10.44114,5.23207,24.01199,0.94667,13.27133,0.0081,3.00826,4.05816,2.42482,4.69601
47.25,11.3249,11.25447,0.10862,0.00013,2.37757,1.01044,15.18449,0.03993,5.46982,0.02899,8.9812,1.50793,0.04384,0.17561,9.59448,11.46349,0.11278,2.15578,1.24543,2.83786,2.6597,4.01286,4.68959,2.15838,0.02657,1.73256,1.04485,2.0698,3.36322,2.0311,0.0,0.0,8.19539,11.23772,4.33309,6.86504,8.54235,16.7212,0.08299,0.00179,10.05087,0.00807,5.8275,0.06097,1.42808,8.16901,2e-05,0.02933,6.45656,13.16383,2e-05,2.48995,3e-05,16.15422,0.09915,18.62508,10.05349,12.11835,14.22442,9.00684,12.3024,16.56323,5.40046,0.85285,14.58439,11.95258,0.00092,11.20236,0.13463,8.48886,0.36071,2.10678,0.11207,15.06632,8.87716,1.52975,10.68436,3.70743,9.82451,8.08529,13.50591,0.61298,10.13944,5.0764,23.31099,0.91812,12.88661,0.00786,2.91516,3.93789,2.34853,4.55047
47.75,11.00206,10.92587,0.10646,0.00013,2.3063,0.98174,14.7576,0.0398,5.31311,0.02893,8.7271,1.46262,0.04363,0.17067,9.31296,11.13676,0.10988,2.09042,1.20849,2.75595,2.57833,3.89653,4.55342,2.09933,0.02629,1.68035,1.0151,2.00612,3.26476,1.97003,0.0,0.0,7.96208,10.92118,4.20728,6.66487,8.29215,16.25164,0.08071,0.00174,9.76403,0.00806,5.66033,0.05987,1.38538,7.92165,2e-05,0.02888,6.261,12.79456,2e-05,2.41409,3e-05,15.69969,0.09682,18.09449,9.76935,11.76338,13.84394,8.75147,11.95326,16.09786,5.24649,0.82708,14.17243,11.59676,0.0009,10.86322,0.13132,8.24078,0.35037,2.04355,0.10962,14.68139,8.61724,1.48353,10.3815,3.60002,9.52702,7.84917,13.12091,0.59517,9.85336,4.92892,22.6464,0.89114,12.52164,0.00763,2.82701,3.82387,2.27641,4.41269
48.25,10.73629,10.65506,0.10471,0.00012,2.24802,0.9581,14.40543,0.03968,5.18223,0.02886,8.51764,1.42556,0.04345,0.16666,9.08095,10.8655,0.10753,2.03728,1.17848,2.68774,2.51215,3.80121,4.44159,2.87563,0.02605,1.6379,0.99059,1.95425,3.17931,1.91904,0.0,0.0,7.76732,10.66015,4.10417,6.49964,8.08586,15.86164,0.07886,0.00169,9.526,0.00804,5.52109,0.05897,1.35068,7.71919,2e-05,0.02851,6.10094,12.48447,2e-05,2.35241,3e-05,15.32255,0.09493,17.65742,9.5352,11.46516,13.51008,8.54106,11.66299,15.713,5.11977,0.806,13.83222,11.30018,0.00088,10.58545,0.12864,8.0359,0.34199,1.99184,0.10763,14.33255,8.4029,1.44563,10.13024,3.51141,9.28345,7.65438,12.80386,0.58071,9.61759,4.80784,22.09916,0.86922,12.22033,0.00744,2.75485,3.72999,2.21775,4.29991
