energy,Adipose,Air,Al,Au,Ba,Be,Bone,Ca,Cu,Er,Fe,Ga,Glass,Hf,I,Mg,Mn,Mo,Nb,Pb,Pd,Pmm,Pt,Rh,Si,Skeletal,Ti,Tiss,W,Wat,Y,Zn
144.25,0.01444,1.65e-05,0.03779,1.043595607,0.29995,0.02218,0.02899,0.02682,0.21,1.278,0.162204,0.15,0.0314,2.15622,0.376159,0.02471,0.1428,0.466,0.3728,2.50835,0.669514,0.01749,4.247,0.663935,0.034251,0.01586,0.07763,0.016006,3.36,0.0152,0.1734,0.176898
144.75,0.01444,1.65e-05,0.03779,1.034376358,0.2975,0.02218,0.0288,0.02666,0.209,1.269,0.161417,0.1488,0.0314,2.14291,0.373201,0.02453,0.1421,0.463,0.3702,2.48565,0.663504,0.01749,4.204,0.65773,0.034251,0.01586,0.07718,0.016006,3.32,0.0152,0.1721,0.176185
145.25,0.01435,1.65e-05,0.03779,1.025157109,0.29505,0.02218,0.0288,0.02666,0.208,1.26,0.16063,0.1482,0.0314,2.11629,0.370243,0.02453,0.1421,0.459,0.3677,2.46295,0.658696,0.01749,4.161,0.652766,0.034251,0.01586,0.07718,0.016006,3.3,0.0152,0.1712,0.174759
145.75,0.01435,1.65e-05,0.03779,1.01593786,0.2926,0.02218,0.0288,0.02651,0.207,1.251,0.159842,0.147,0.0312,2.10298,0.367285,0.02453,0.1414,0.456,0.3651,2.44025,0.653888,0.01749,4.118,0.647802,0.034251,0.01575,0.07673,0.0159,3.26,0.0152,0.1698,0.174045
146.25,0.01435,1.65e-05,0.03752,1.00671861,0.29015,0.02218,0.0288,0.02651,0.206,1.233,0.159055,0.1464,0.0312,2.08967,0.363834,0.02453,0.1406,0.453,0.3625,2.4289,0.64908,0.01749,4.097,0.642838,0.034018,0.01575,0.07673,0.0159,3.24,0.0152,0.1685,0.173332
146.75,0.01435,1.64e-05,0.03752,0.997499361,0.2877,0.02218,0.02861,0.02635,0.204,1.224,0.158267,0.1458,0.0312,2.06305,0.360876,0.02453,0.1399,0.449,0.3599,2.4062,0.64307,0.01749,4.054,0.637874,0.034018,0.01575,0.07627,0.0159,3.2,0.0151,0.1676,0.171905
147.25,0.01435,1.64e-05,0.03752,0.988280112,0.28525,0.02218,0.02861,0.02635,0.203,1.215,0.158267,0.1446,0.0312,2.04974,0.357918,0.02436,0.1391,0.446,0.3574,2.3835,0.638262,0.01737,4.011,0.63291,0.034018,0.01575,0.07627,0.0159,3.19,0.0151,0.1662,0.171192
147.75,0.01435,1.64e-05,0.03752,0.979060863,0.28315,0.02199,0.02861,0.0262,0.203,1.206,0.15748,0.1441,0.0312,2.03643,0.355453,0.02436,0.1391,0.443,0.3548,2.3608,0.633454,0.01737,3.99,0.629187,0.034018,0.01575,0.07582,0.0159,3.17,0.0151,0.1649,0.170479
148.25,0.01425,1.64e-05,0.03725,0.969841613,0.2807,0.02199,0.02861,0.0262,0.202,1.197,0.156693,0.1435,0.031,2.00981,0.352495,0.02436,0.1384,0.44,0.3522,2.34945,0.628646,0.01737,3.947,0.624223,0.034018,0.01575,0.07536,0.0159,3.13,0.0151,0.164,0.169765
148.75,0.01425,1.64e-05,0.03725,0.960622364,0.27825,0.02199,0.02842,0.02604,0.201,1.188,0.155905,0.1423,0.031,1.9965,0.349537,0.02436,0.1376,0.436,0.3497,2.32675,0.623838,0.01737,3.925,0.619259,0.033785,0.01565,0.07536,0.015794,3.11,0.0151,0.1627,0.169052
149.25,0.01425,1.64e-05,0.03725,0.951403115,0.27615,0.02199,0.02842,0.02604,0.2,1.179,0.155118,0.1417,0.031,1.98319,0.346579,0.02436,0.1376,0.433,0.3471,2.30405,0.61903,0.01737,3.882,0.614295,0.033785,0.01565,0.07491,0.015794,3.07,0.0151,0.1618,0.167626
149.75,0.01425,1.64e-05,0.03725,0.942183866,0.27405,0.02199,0.02842,0.02589,0.199,1.17,0.15433,0.1411,0.031,1.96988,0.344114,0.02419,0.1369,0.43,0.3445,2.28135,0.615424,0.01737,3.84,0.610572,0.033785,0.01565,0.07491,0.015794,3.05,0.0151,0.1609,0.166912
